송장 번호,이름,전화번호,주소,지역코드,날짜,상태
b217061310002,김건신,010-5612-3595,대전광역시,2area,2017-06-13 13:54:36,2
a117061310003,차유도,010-3442-4562,인천광역시,1area,2017-06-13 08:54:37,2
a117061510001,박상규,010-2613-7813,경기도,1area,2017-06-15 13:32:58,2
c217061510002,박진섭,010-5613-3596,대전광역시,2area,2017-06-15 19:21:32,2
b117061510003,추재권,010-3443-4563,인천광역시,1area,2017-06-15 06:21:24,2
b117061710001,신진섭,010-2614-7814,경기도,1area,2017-06-17 19:45:37,2
a217061710002,도유길,010-5614-3597,대전광역시,2area,2017-06-17 20:24:45,2
c117061710003,황주리,010-3444-4564,인천광역시,1area,2017-06-17 03:24:27,2
a117061810001,진화재,010-2615-7815,경기도,1area,2017-06-18 20:37:58,2
b217061810002,추현권,010-5615-3598,대전광역시,2area,2017-06-18 05:25:37,2
a117061810003,전신열,010-3445-4565,인천광역시,1area,2017-06-18 10:25:35,2
a117062010001,남정길,010-2616-7816,경기도,1area,2017-06-20 05:58:45,2
b217062010002,신권정,010-5616-3599,대전광역시,2area,2017-06-20 08:27:58,2
b217062010003,이유리,010-4381-9423,충청북도,2area,2017-06-20 13:45:34,2
c117062110001,박기수,010-3441-4561,인천광역시,1area,2017-06-21 08:45:20,2
b217062110002,김철수,010-8356-9755,세종특별자치시,2area,2017-06-21 06:35:37,2
b217062110003,남정화,010-4382-9424,충청북도,2area,2017-06-21 16:30:36,2
c117062210001,차유도,010-3442-4562,인천광역시,1area,2017-06-22 06:20:25,2
a217062210002,이미영,010-8357-9756,세종특별자치시,2area,2017-06-22 03:34:58,2
b217062210003,변지수,010-4383-9425,충청북도,2area,2017-06-22 18:54:32,2
b117062410001,추재권,010-3443-4563,인천광역시,1area,2017-06-24 03:17:27,2
c217062410002,박재정,010-8358-9757,세종특별자치시,2area,2017-06-24 10:36:45,2
a217062410003,신현진,010-4384-9426,충청북도,2area,2017-06-24 20:34:45,2
a117062510001,황주리,010-3444-4564,인천광역시,1area,2017-06-25 10:35:45,2
c217062510002,최주원,010-8359-9758,세종특별자치시,2area,2017-06-25 13:35:20,2
c217062510003,차재원,010-4385-9427,충청북도,2area,2017-06-25 23:16:37,2
c117062710001,전신열,010-3445-4565,인천광역시,1area,2017-06-27 13:34:37,2
b117062710002,김건태,010-1001-2456,서울특별시,1area,2017-06-27 16:34:25,2
c217062710003,정화수,010-5468-6482,충청남도,2area,2017-06-27 06:23:58,2
b217062910001,이유리,010-4381-9423,충청북도,2area,2017-06-29 16:36:58,2
a117062910002,이수인,010-1002-2457,서울특별시,1area,2017-06-29 09:36:27,2
b217062910003,지수지,010-5469-6483,충청남도,2area,2017-06-29 09:27:37,2
a217063010001,남정화,010-4382-9424,충청북도,2area,2017-06-30 18:32:37,2
a117063010002,박영건,010-1003-2458,서울특별시,1area,2017-06-30 10:32:45,2
a217063010003,현진건,010-5470-6484,충청남도,2area,2017-06-30 21:30:58,2
b217070110001,변권재,010-5471-6485,충청남도,2area,2017-07-01 14:54:20,2
a317070110002,도진하,010-2140-5793,경상북도,3area,2017-07-01 05:00:00,2
a317070110003,이영권,010-3358-4633,부산광역시,3area,2017-07-01 16:45:20,2
a217070310001,신현정,010-5472-6486,충청남도,2area,2017-07-03 18:21:25,2
c317070310002,변철영,010-2141-5794,경상북도,3area,2017-07-03 08:25:37,2
a317070310003,최현영,010-3359-4634,부산광역시,3area,2017-07-03 18:30:25,2
a217070510001,김건신,010-5612-3595,대전광역시,2area,2017-07-05 17:24:27,2
c317070510002,신수원,010-2142-5795,경상북도,3area,2017-07-05 06:27:58,2
a317070510003,남명철,010-3360-4635,부산광역시,3area,2017-07-05 20:54:27,2
a217070610001,박진섭,010-5613-3596,대전광역시,2area,2017-07-06 13:25:45,2
b317070610002,이유섭,010-7941-4113,경상남도,3area,2017-07-06 03:35:45,2
c317070610003,주일도,010-3361-4636,부산광역시,3area,2017-07-06 23:34:45,2
c217070710001,도유길,010-5614-3597,대전광역시,2area,2017-07-07 19:27:37,2
a317070710002,최재진,010-7942-4114,경상남도,3area,2017-07-07 10:34:20,2
c417070710003,김철유,010-6937-7951,전라북도,4area,2017-07-07 06:16:37,2
c217070910001,추현권,010-5615-3598,대전광역시,2area,2017-07-09 16:35:58,2
c317070910002,남영권,010-7943-4115,경상남도,3area,2017-07-09 00:36:37,2
b417070910003,이진기,010-6938-7952,전라북도,4area,2017-07-09 09:23:58,2
b217071110001,신권정,010-5616-3599,대전광역시,2area,2017-07-11 18:34:37,2
b317071110002,진기화,010-7944-4116,경상남도,3area,2017-07-11 21:35:24,2
a417071110003,권재병,010-6939-7953,전라북도,4area,2017-07-11 21:27:37,2
a217071210001,김철수,010-8356-9755,세종특별자치시,2area,2017-07-12 20:36:58,2
a317071210002,현수건,010-7945-4117,경상남도,3area,2017-07-12 14:34:27,2
c417071210003,변화일,010-6940-7954,전라북도,4area,2017-07-12 14:30:58,2
a217071310001,이미영,010-8357-9756,세종특별자치시,2area,2017-07-13 23:35:37,2
b317071310002,김수영,010-9634-4561,대구광역시,3area,2017-07-13 18:36:35,2
b417071310003,주진완,010-6941-7955,전라북도,4area,2017-07-13 18:54:37,2
b217071410001,박재정,010-8358-9757,세종특별자치시,2area,2017-07-14 06:34:58,2
c317071410002,박재원,010-9635-4562,대구광역시,3area,2017-07-14 17:32:34,2
a417071410003,박현미,010-7951-1359,전라남도,4area,2017-07-14 17:21:58,2
a217071710001,최주원,010-8359-9758,세종특별자치시,2area,2017-07-17 09:36:45,2
a317071710002,남진수,010-9636-4563,대구광역시,3area,2017-07-17 13:45:36,2
b417071710003,최원재,010-7952-1360,전라남도,4area,2017-07-17 13:24:45,2
a217071810001,남도영,010-8360-9759,세종특별자치시,2area,2017-07-18 10:32:20,2
b317071810002,변현상,010-9637-4564,대구광역시,3area,2017-07-18 19:30:32,2
c417071810003,남진기,010-7953-1361,전라남도,4area,2017-07-18 08:25:20,2
c217071910001,김명성,010-4682-8411,강원도,2area,2017-07-19 21:45:37,2
b317071910002,차혁섭,010-9638-4565,대구광역시,3area,2017-07-19 20:00:00,2
a417071910003,변영재,010-7954-1362,전라남도,4area,2017-07-19 06:27:37,2
c217072110001,박태영,010-4683-8412,강원도,2area,2017-07-21 14:30:24,2
b317072110002,유영철,010-2368-4613,울산광역시,3area,2017-07-21 05:36:45,2
b417072110003,차완화,010-7955-1363,전라남도,4area,2017-07-21 03:35:24,2
b217072510001,주영섭,010-4684-8413,강원도,2area,2017-07-25 18:00:27,2
a317072510002,현명도,010-2369-4614,울산광역시,3area,2017-07-25 08:17:37,2
b417072510003,이도명,010-5792-2346,광주광역시,4area,2017-07-25 10:34:27,2
a217072610001,현재걸,010-4685-8414,강원도,2area,2017-07-26 17:36:35,2
c317072610002,김병일,010-2370-4615,울산광역시,3area,2017-07-26 06:35:58,2
b417072610003,박주건,010-5793-2347,광주광역시,4area,2017-07-26 00:36:35,2
c217072810001,황수현,010-4686-8415,강원도,2area,2017-07-28 13:32:34,2
c317072810002,이일기,010-2371-4616,울산광역시,3area,2017-07-28 03:34:37,2
a417072810003,최진형,010-5794-2348,광주광역시,4area,2017-07-28 21:35:34,2
b317073010001,이진수,010-2138-5791,경상북도,3area,2017-07-30 19:45:36,2
b317073010002,박완엽,010-2372-4617,울산광역시,3area,2017-07-30 10:36:58,2
c417073010003,남대원,010-5795-2349,광주광역시,4area,2017-07-30 14:34:36,2
a317073110001,박기정,010-2139-5792,경상북도,3area,2017-07-31 20:30:32,2
a317073110002,김진명,010-3357-4632,부산광역시,3area,2017-07-31 13:32:45,2
c417073110003,변권섭,010-5796-2350,광주광역시,4area,2017-07-31 18:36:32,2
b417080110001,김전태,010-4664-8671,제주특별자치도,4area,2017-08-01 17:32:45,2
a217080110002,박진섭,010-5613-3596,대전광역시,2area,2017-08-01 10:08:42,2
a317080110003,김병일,010-2370-4615,울산광역시,3area,2017-08-01 17:30:34,2
a417080210001,이무경,010-4665-8672,제주특별자치도,4area,2017-08-02 13:45:37,2
b217080210002,도유길,010-5614-3597,대전광역시,2area,2017-08-02 13:16:35,2
c317080210003,이일기,010-2371-4616,울산광역시,3area,2017-08-02 13:54:36,2
b417080310001,박경희,010-4666-8673,제주특별자치도,4area,2017-08-03 19:30:58,2
b217080310002,추현권,010-5615-3598,대전광역시,2area,2017-08-03 16:23:27,2
c317080310003,박완엽,010-2372-4617,울산광역시,3area,2017-08-03 19:21:32,2
a417080410001,최대만,010-4667-8674,제주특별자치도,4area,2017-08-04 20:54:37,2
b217080410002,신권정,010-5616-3599,대전광역시,2area,2017-08-04 18:27:15,2
b317080410003,김진명,010-3357-4632,부산광역시,3area,2017-08-04 20:24:45,2
a417080510001,유철현,010-4668-8675,제주특별자치도,4area,2017-08-05 05:34:58,2
a217080510002,김철수,010-8356-9755,세종특별자치시,2area,2017-08-05 20:30:06,2
a317080510003,이영권,010-3358-4633,부산광역시,3area,2017-08-05 05:25:37,2
a117080610001,김건태,010-1001-2456,서울특별시,1area,2017-08-06 08:16:20,2
c217080610002,이미영,010-8357-9756,세종특별자치시,2area,2017-08-06 23:54:24,2
a317080610003,최현영,010-3359-4634,부산광역시,3area,2017-08-06 08:27:58,2
c117080710001,이수인,010-1002-2457,서울특별시,1area,2017-08-07 06:23:25,2
c217080710002,박재정,010-8358-9757,세종특별자치시,2area,2017-08-07 06:21:27,2
a317080710003,남명철,010-3360-4635,부산광역시,3area,2017-08-07 06:35:37,2
c117080810001,박영건,010-1003-2458,서울특별시,1area,2017-08-08 03:27:27,2
b217080810002,최주원,010-8359-9758,세종특별자치시,2area,2017-08-08 09:24:35,2
c317080810003,주일도,010-3361-4636,부산광역시,3area,2017-08-08 03:34:58,2
b117080910001,최진아,010-1004-2459,서울특별시,1area,2017-08-09 06:30:45,2
a217080910002,남도영,010-8360-9759,세종특별자치시,2area,2017-08-09 10:25:34,2
c417080910003,김철유,010-6937-7951,전라북도,4area,2017-08-09 10:36:45,2
a117081010001,변재섭,010-1005-2460,서울특별시,1area,2017-08-10 09:54:37,2
a217081010002,김명성,010-4682-8411,강원도,2area,2017-08-10 21:27:36,2
c417081010003,이진기,010-6938-7952,전라북도,4area,2017-08-10 13:35:20,2
a117081110001,이현진,010-2612-7812,경기도,1area,2017-08-11 21:21:58,2
a217081110002,박태영,010-4683-8412,강원도,2area,2017-08-11 14:35:32,2
b417081110003,권재병,010-6939-7953,전라북도,4area,2017-08-11 16:34:25,2
b117081210001,박상규,010-2613-7813,경기도,1area,2017-08-12 14:24:37,2
a217081210002,주영섭,010-4684-8413,강원도,2area,2017-08-12 18:34:45,2
a417081210003,변화일,010-6940-7954,전라북도,4area,2017-08-12 09:36:27,2
a117081310001,신진섭,010-2614-7814,경기도,1area,2017-08-13 18:25:58,2
c217081310002,현재걸,010-4685-8414,강원도,2area,2017-08-13 17:36:37,2
b417081310003,주진완,010-6941-7955,전라북도,4area,2017-08-13 10:32:45,2
a117081410001,진화재,010-2615-7815,경기도,1area,2017-08-14 17:45:37,2
c217081410002,황수현,010-4686-8415,강원도,2area,2017-08-14 13:32:58,2
b417081410003,박현미,010-7951-1359,전라남도,4area,2017-08-14 21:45:37,2
c117081510001,남정길,010-2616-7816,경기도,1area,2017-08-15 13:30:58,2
b317081510002,이진수,010-2138-5791,경상북도,3area,2017-08-15 19:45:37,2
a417081510003,최원재,010-7952-1360,전라남도,4area,2017-08-15 14:30:58,2
c117081610001,박기수,010-3441-4561,인천광역시,1area,2017-08-16 19:54:34,2
a317081610002,박기정,010-2139-5792,경상북도,3area,2017-08-16 20:37:58,2
c417081610003,남진기,010-7953-1361,전라남도,4area,2017-08-16 18:54:37,2
b117081710001,차유도,010-3442-4562,인천광역시,1area,2017-08-17 16:34:36,2
c317081710002,도진하,010-2140-5793,경상북도,3area,2017-08-17 05:58:45,2
c417081710003,변영재,010-7954-1362,전라남도,4area,2017-08-17 17:34:58,2
a117081810001,추재권,010-3443-4563,인천광역시,1area,2017-08-18 18:16:32,2
b317081810002,변철영,010-2141-5794,경상북도,3area,2017-08-18 08:45:20,2
b417081810003,차완화,010-7955-1363,전라남도,4area,2017-08-18 13:16:37,2
c117081910001,황주리,010-3444-4564,인천광역시,1area,2017-08-19 20:23:45,2
a317081910002,신수원,010-2142-5795,경상북도,3area,2017-08-19 06:20:25,2
a417081910003,이도명,010-5792-2346,광주광역시,4area,2017-08-19 19:23:58,2
b117082010001,전신열,010-3445-4565,인천광역시,1area,2017-08-20 23:27:37,2
b317082010002,이유섭,010-7941-4113,경상남도,3area,2017-08-20 03:17:27,2
a417082010003,박주건,010-5793-2347,광주광역시,4area,2017-08-20 20:27:45,2
a217082110001,이유리,010-4381-9423,충청북도,2area,2017-08-21 06:30:58,2
c317082110002,최재진,010-7942-4114,경상남도,3area,2017-08-21 10:35:45,2
a417082110003,최진형,010-5794-2348,광주광역시,4area,2017-08-21 05:30:20,2
a217082210001,남정화,010-4382-9424,충청북도,2area,2017-08-22 09:54:37,2
a317082210002,남영권,010-7943-4115,경상남도,3area,2017-08-22 13:34:37,2
c417082210003,남대원,010-5795-2349,광주광역시,4area,2017-08-22 08:54:37,2
c217082310001,변지수,010-4383-9425,충청북도,2area,2017-08-23 10:21:58,2
b317082310002,진기화,010-7944-4116,경상남도,3area,2017-08-23 16:36:58,2
c417082310003,변권섭,010-5796-2350,광주광역시,4area,2017-08-23 06:21:24,2
c217082410001,신현진,010-4384-9426,충청북도,2area,2017-08-24 21:24:20,2
b317082410002,현수건,010-7945-4117,경상남도,3area,2017-08-24 18:32:37,2
b417082410003,김전태,010-4664-8671,제주특별자치도,4area,2017-08-24 03:24:27,2
b217082510001,차재원,010-4385-9427,충청북도,2area,2017-08-25 06:25:25,2
b317082510002,김수영,010-9634-4561,대구광역시,3area,2017-08-25 20:45:58,2
a417082510003,이무경,010-4665-8672,제주특별자치도,4area,2017-08-25 10:25:35,2
a217082610001,정화수,010-5468-6482,충청남도,2area,2017-08-26 09:27:27,2
a317082610002,박재원,010-9635-4562,대구광역시,3area,2017-08-26 23:30:45,2
a417082610003,박경희,010-4666-8673,제주특별자치도,4area,2017-08-26 13:45:34,2
c217082710001,지수지,010-5469-6483,충청남도,2area,2017-08-27 21:35:45,2
c317082710002,남진수,010-9636-4563,대구광역시,3area,2017-08-27 06:54:20,2
b417082710003,최대만,010-4667-8674,제주특별자치도,4area,2017-08-27 16:30:36,2
b217082810001,현진건,010-5470-6484,충청남도,2area,2017-08-28 14:34:37,2
c317082810002,변현상,010-9637-4564,대구광역시,3area,2017-08-28 09:34:37,2
a417082810003,유철현,010-4668-8675,제주특별자치도,4area,2017-08-28 18:54:32,2
a217082910001,변권재,010-5471-6485,충청남도,2area,2017-08-29 18:36:58,2
b317082910002,차혁섭,010-9638-4565,대구광역시,3area,2017-08-29 21:16:24,2
c317082910003,김수영,010-9634-4561,대구광역시,3area,2017-08-29 20:34:45,2
b217083010001,신현정,010-5472-6486,충청남도,2area,2017-08-30 17:35:37,2
b317083010002,유영철,010-2368-4613,울산광역시,3area,2017-08-30 14:23:27,2
c317083010003,박재원,010-9635-4562,대구광역시,3area,2017-08-30 23:16:37,2
c217083110001,김건신,010-5612-3595,대전광역시,2area,2017-08-31 08:03:21,2
b317083110002,현명도,010-2369-4614,울산광역시,3area,2017-08-31 18:27:35,2
b317083110003,남진수,010-9636-4563,대구광역시,3area,2017-08-31 06:23:58,2
a317090110001,변현상,010-9637-4564,대구광역시,3area,2017-09-01 09:27:37,2
a417090110002,최대만,010-4667-8674,제주특별자치도,4area,2017-09-01 17:32:34,2
c217090110003,추현권,010-5615-3598,대전광역시,2area,2017-09-01 13:45:37,2
c317090210001,차혁섭,010-9638-4565,대구광역시,3area,2017-09-02 21:30:58,2
a417090210002,유철현,010-4668-8675,제주특별자치도,4area,2017-09-02 13:45:36,2
b217090210003,신권정,010-5616-3599,대전광역시,2area,2017-09-02 19:30:58,2
b317090310001,유영철,010-2368-4613,울산광역시,3area,2017-09-03 14:54:20,2
b117090310002,김건태,010-1001-2456,서울특별시,1area,2017-09-03 19:30:32,2
a217090310003,김철수,010-8356-9755,세종특별자치시,2area,2017-09-03 20:54:37,2
a317090410001,현명도,010-2369-4614,울산광역시,3area,2017-09-04 18:21:25,2
a117090410002,이수인,010-1002-2457,서울특별시,1area,2017-09-04 20:00:00,2
a217090410003,이미영,010-8357-9756,세종특별자치시,2area,2017-09-04 05:34:58,2
a317090510001,김병일,010-2370-4615,울산광역시,3area,2017-09-05 17:24:27,2
a117090510002,박영건,010-1003-2458,서울특별시,1area,2017-09-05 05:36:45,2
a217090510003,박재정,010-8358-9757,세종특별자치시,2area,2017-09-05 08:16:20,2
a317090610001,이일기,010-2371-4616,울산광역시,3area,2017-09-06 13:25:45,2
c117090610002,최진아,010-1004-2459,서울특별시,1area,2017-09-06 08:17:37,2
c217090610003,최주원,010-8359-9758,세종특별자치시,2area,2017-09-06 06:23:25,2
c317090710001,박완엽,010-2372-4617,울산광역시,3area,2017-09-07 19:27:37,2
c117090710002,변재섭,010-1005-2460,서울특별시,1area,2017-09-07 06:35:58,2
c217090710003,남도영,010-8360-9759,세종특별자치시,2area,2017-09-07 03:27:27,2
c317090810001,김진명,010-3357-4632,부산광역시,3area,2017-09-08 16:35:58,2
b117090810002,이현진,010-2612-7812,경기도,1area,2017-09-08 03:34:37,2
c217090810003,김명성,010-4682-8411,강원도,2area,2017-09-08 06:30:45,2
c317090910001,이영권,010-3358-4633,부산광역시,3area,2017-09-09 18:34:37,2
a117090910002,박상규,010-2613-7813,경기도,1area,2017-09-09 10:36:58,2
b217090910003,박태영,010-4683-8412,강원도,2area,2017-09-09 09:54:37,2
c317091010001,최현영,010-3359-4634,부산광역시,3area,2017-09-10 20:36:58,2
c117091010002,신진섭,010-2614-7814,경기도,1area,2017-09-10 13:32:45,2
a217091010003,주영섭,010-4684-8413,강원도,2area,2017-09-10 21:21:58,2
b317091110001,남명철,010-3360-4635,부산광역시,3area,2017-09-11 23:35:37,2
b117091110002,진화재,010-2615-7815,경기도,1area,2017-09-11 16:45:20,2
b217091110003,현재걸,010-4685-8414,강원도,2area,2017-09-11 14:24:37,2
a317091210001,주일도,010-3361-4636,부산광역시,3area,2017-09-12 06:34:58,2
a117091210002,남정길,010-2616-7816,경기도,1area,2017-09-12 18:30:25,2
b217091210003,황수현,010-4686-8415,강원도,2area,2017-09-12 18:25:58,2
